지역본부,소속,선명,역이름,년,월,일,시,분,요일,역/열차,장소,세부장소,성별,나이,음주,세부내용,부상상태
수도권동부,죽전관리역,분당선,죽전역,16,9,22,19,4,목,역,계단,계단,남,73,음주,하선 승강장 계단 내려오던 중 술에 취해 중심을 잃고 넘어짐,경상
수도권동부,"청량리전동차승무사업소, 일산승무사업소",중앙선,회기역,16,9,22,15,38,목,역,출입문,전동출입문,여,70대,무,K5094 혹은 K5096열차 이용중 출입문에 머리가 끼었다며 두통을 호소함,경상
수도권동부,죽전관리역,분당선,상갈역,16,9,22,11,20,목,역,출입구,출입구,남,81,무,2번출구 출입구 근처 바닥에서 미끄러져 무릎에 타박상을 입음,경상
수도권동부,분당승무사업소,분당선,선릉역,16,9,23,9,2,금,광역전철,출입문,전동출입문,여,62,무,6087열차 승차중 출입문이 닫히며 몸이 끼어 왼쪽다리에 부상입음,경상
수도권동부,수서관리역,분당선,개포동역,16,9,23,18,0,금,역,계단,계단,여,59,무,"3,4번 출입구 계단에서 넘어지며 이마를 부딪힘, 가슴통증 호소",경상
수도권동부,망우관리역,중앙선,구리역,16,9,23,11,1,금,역,E/S,ES,여,70,무,덕소방면 ES 이용하여 내리다가 승강장 5-3 부근 내리는 승객과 부딪쳐 넘어짐,경상
수도권동부,분당승무사업소,분당선,수원시청역,16,9,23,18,0,금,광역전철,출입문,전동출입문,여,24,무,K6219열차 이용하여 수원시청역 하차 중 전동열차 출입문이 닫혀 가방과 어깨가 끼임,경상
수도권동부,청량리열차승무사업소,중앙선,청량리역,16,9,23,11,30,금,무궁화,열차내,열차내,여,미상,무,#1636열차 1호차 여자화장실 이용중 바닥에 떨어진 휴지를 줍다가 열차가 흔들려 모서리에 머리를 부딪힘,경상
수도권동부,양평관리역,중앙선,신원역,16,9,24,18,57,토,역,E/S,ES,남,67,무,문산방면 ES 이용중 앞에서 자전거를 가지고 이용중이던 여자고객(오지영)의 자전거가 넘어지며 뒤로 굴러 넘어짐,경상
수도권동부,청량리열차승무사업소,중앙선,덕소역,16,9,24,21,0,토,무궁화,열차내,전동객실,남,미상,무,1642열차 6호차 72번 좌석 천장 낙수 발생으로 와이셔츠가 젖어 세탁비요구,대물
수도권동부,청량리전동차승무사업소,중앙선,구리역,16,9,25,18,26,목,광역전철,출입문,전동출입문,남,24,무,도농역 1-4에서 K5106에 승차하던 중 출입문이 닫히며 온몸을 강하게 부딪힘,경상
수도권동부,동두천관리역,경원선,동두천역,16,9,25,17,45,일,역,맞이방,맞이방,여,62,무,동두천역 이동통로 창틀에 앉아있다가 고개를 돌리면서 눈 주변을 부딪힘,경상
수도권동부,분당승무사업소,분당선,수서역,16,9,25,9,48,화,광역전철,열차내,열차내,남,95,무,"관제센터로부터 K6057열차 내 환자가 있다는 신고접수, 본인 진술에 의하면 전철을 타는 중 승강장과 전철 사이 홈에 허벅지까지 다리가 빠졌다고 함",경상
수도권동부,죽전관리역,분당선,매교역,16,9,27,19,35,화,역,E/S,ES,여,70대,무,상행승강장 ES에 쇼핑카트를 끌고 이용하다가 넘어짐,경상
수도권동부,죽전관리역,분당선,미금역,16,9,27,11,20,화,역,계단,계단,여,74,무,하행 승강장에서 맞이방으로 올라오는 계단에서 발에 힘이풀려 헛디뎌 넘어짐,경상
수도권동부,경기광주관리역,경강선,신둔도예촌역,16,9,27,22,20,화,역,승강장,승강장,여,미상,무,핸드폰을 떨어뜨리며 배터리 커버가 벽면 배수로에 빠져 커버를 들고 꺼내다가 배수로망에 원래 다쳐있던 두번째 손가락의 마디를 부딪힘,경상
수도권동부,분당승무사업소,분당선,도곡역,16,9,28,9,10,수,광역전철,출입문,출입문,여,60대,무,K6418 열차에 승차하다(5-2부근) 전동열차 문에 어깨가 꽉 끼임,경상
수도권동부,경기광주관리역,경강선,여주역,16,9,28,11,48,화,역,E/S,E/S,남,미상,무,당시 장애로 멈춰져있던 하행 ES를 이용하려다가 아래로 넘어지며 찰과상을 입음,경상
수도권동부,청량리열차승무사업소,중앙선,원주역,16,9,28,19,59,수,ITX-새마울,열차내,열차내,여,78,무,2호차 승차하여 2B로 이동중 다른사람 발에 걸려 넘어짐,경상
수도권동부,분당승무사업소,분당선,선릉역,16,9,29,9,30,목,광역전철,열차내,열차내,여,70,무,전동차 내에서 가방이 떨어져 가방을 주으려다 내리는 고객들에 떠밀려 넘어짐,경상
수도권동부,분당승무사업소,분당선,수서역,16,9,29,17,13,목,광역전철,출입문,전동출입문,여,48,무,선릉역에서 K6225열차 승차중 문이 닫혀 오른쪽 팔과 다리가 출입문에 끼임,경상
수도권동부,수서관리역,분당선,강남구청역,16,9,30,22,40,금,역,E/S,ES,남,65,음주,만취상태로 ES 10호기 이용중 넘어짐,경상
수도권동부,수서관리역,분당선,도곡역,16,9,30,5,39,금,역,E/S,ES,여,63,무,ES 15호기 이용중 오른쪽 다리 골절,중상
수도권동부,청량리관리역,분당선,왕십리역,16,9,30,18,54,금,역,E/S,ES,여,40,무,ES 14호기 앞에서 넘어져 좌측다리 엉치뼈부위 부상 및 오른손 찰과상,경상
수도권동부,죽전관리역,분당선,정자역,16,9,30,18,30,금,역,계단,계단,여,51,무,하행승강장 북쪽 1계단(6-4부근)에서 실족으로 넘어지며 오른쪽 어깨 탈골 의심,경상
수도권동부,의정부관리역,경원선,의정부역,16,9,27,15,20,화,역,맞이방,맞이방,남,83,무,EV 이용하기 위해 이동중 장애인 점자판에 블록에 다리가 걸려 넘어지며 엉치뼈를 다침,경상
수도권동부,청량리전동차승무사업소,중앙선,회기역,16,10,1,15,41,목,광역전철,열차내,열차내,여,77,무,8호차에서 7호차 이동시 객차간 출입문에 옆구리가 끼어 타박상,경상
수도권동부,청량리전동차승무사업소,경춘선,상봉역,16,10,1,14,40,토,광역전철,열차내,전동객실,남,72,무,K8042 열차내에서 선반에서 가방 내리려던 중 열차가 급출발하여 넘어지며 접이식 자전거에 부딪침,경상
수도권동부,수서관리역,분당선,야탑역,16,10,2,0,15,목,역,E/S,ES,남,60대,음주,ES 3호기 이용중 만취상태에서 기대어 이동하다가 굴러 넘어짐,경상
수도권동부,청량리전동차승무사업소,중앙선,남춘천역,16,10,3,20,35,월,광역전철,출입문,전동출입문,남,미상,무,K5117열차가 상봉역 도착하여 하차중 출입문에 끼어 옆구리 타박상 입음,경상
수도권동부,구로열차승무사업소,경원선,석계역,16,10,3,14,20,월,광역전철,출입문,전동출입문,여,"34, 9개월",무,K100열차 이용중 청량리에서 승차시 다 타기 전 출입문이 닫혀 아이 이마가 문에 부딪히고 아이 엄마는 왼쪽 팔목 타박상 입음,경상
수도권동부,수서관리역,분당선,도곡역,16,10,4,9,38,화,역,E/S,ES,남,90,무,ES15호기 이용중 손잡이 잡지않고 짐을 들고 있다가 뒤로 넘어져 머리를 다침,경상
수도권동부,분당승무사업소,분당선,선정릉역,16,10,4,18,24,화,광역전철,출입문,전동출입문,남,60대,무,K6249열차 이용중 문에 끼인 어린이를 구호하려다 닫히는 문에 2회 충격을 받아 팔목이 시큰거림,경상
수도권동부,구로열차승무사업소,경원선,보산역,16,10,4,14,51,화,광역전철,열차내,전동객실,"남, 여","73, 76",무,K821 이용중 청량리역에서 하차하려다 열차 급정거로 인해 넘어짐,경상
수도권동부,망우관리역,중앙선,운길산역,16,10,4,6,55,화,역,게이트,게이트,여,72,무,게이트 통과 중 급하게 통과하다 스텝이 엉키며 넘어져 머리를 바닥에 찧음,경상
수도권동부,구로열차승무사업소,경원선,의정부역,16,10,4,9,14,화,광역전철,열차내,전동객실,남,73,무,K65열차 이용하여 용산역 이동중 열차가 남영역 도착시 차내에서 넘어짐,경상
수도권동부,양평관리역,중앙선,용문역,16,10,5,12,31,수,역,E/S,E/S,남,64,음주,전철 상행 ES 내려가는 도중 중심을 잃고 넘어져 머리에 부상,경상
수도권동부,청량리전동차승무사업소,중앙선,국수역,16,10,5,13,40,수,광역전철,출입문,전동출입문,여,73,무,상봉역에서 K5069승차중 전동차 출입문이 닫혀 왼팔이 끼어 부상당함,경상
수도권동부,죽전관리역,분당선,상갈역,16,10,5,9,37,수,역,E/S,ES,여,28,무,상갈역 ES 6호기 이용중 손잡이 잡지 않고 걸어가다 미끄러져 허리를 다침,경상
수도권동부,구로열차승무사업소,경원선,석계역,16,10,5,23,7,수,광역전철,열차내,전동객실,여,50대,무,K520열차 이용중 석계역 하차하던 중 급정거로 출입문에 좌측 발목을 부딪쳐 발목이 부음,경상
수도권동부,죽전관리역,분당선,기흥역,16,10,5,8,18,수,역,E/S,ES,여,20,무,청명역 ES 6호기 이용중 손잡이 잡지 않고 걷던 중 미끄러져 넘어짐,경상
수도권동부,분당승무사업소,분당선,복정역,16,10,6,19,12,목,광역전철,출입문,전동출입문,여,40대,무,K6261열차 5번칸 승차중 출입문 닫혀 발목이 끼임,경상
수도권동부,청량리관리역,분당선,왕십리역,16,10,6,10,5,목,역,계단,계단,남,80,무,분당선방향 이동하기 위해 계단 오르던 중 넘어지면서 머리를 다침,중상
수도권동부,분당승무사업소,경강선,판교역,16,10,6,8,35,화,광역전철,열차내,전동객실,여,26,무,K7522 전동열차 내에서 판교역 도착 중 전동열차 급정거로 인해 넘어져 손가락 중지와 약지 골절,중상
수도권동부,망우관리역,중앙선,덕소역,16,10,7,12,53,금,역,E/S,ES,여,미상,무,ES 이용중 다른고객의 아이를 잡아주다가 넘어져 부상당한 것으로 추정,경상
수도권동부,청량리전동차승무사업소,경춘선,마석역,16,10,7,9,23,금,광역전철,출입문,전동출입문,여,74,무,K8032 전동열차 승차중 출입문에 왼쪽 엄지손까락이 끼어 손톱이 빠짐,경상
수도권동부,광운대관리역,경원선,광운대역,16,10,8,23,5,토,역,승강장,승강장,여,62,무,K218열차에서 하차중 인파에 밀려 왼쪽 무릎부위 부상,경상
수도권동부,경기광주관리역,경강선,세종대왕릉역,16,10,9,16,57,일,역,여객통로,여객통로,여,76,무,연결통로에서 판교방면 승차하러 가는 고객과 어린이가 충돌하여 넘어짐,경상
수도권동부,양평관리역,중앙선,양평역,16,10,9,15,30,일,역,E/S,ES,"여,남,여","29,90,40",무,ES이동중 다른 고객이 중심을 잃고 넘어지는 과정에서 뒤에 있던 고객 세명이 부상을 입은 사고,경상
수도권동부,광운대관리역,경원선,월계역,16,10,9,14,35,일,역,E/S,ES,"남, 여","74, 75",무,월계역 1번출구 ES에서 중심을 잡지 못하고 함께 넘어짐,경상
수도권동부,의정부관리역,경원선,덕정역,16,10,11,16,10,화,역,승강장,승강장,여,30대,무,K128열차 하차시 다른 승차하는 고객과 부딪쳐 발에 찰과상,경상
수도권동부,청량리전동차승무사업소,중앙선,양평역,16,10,11,6,45,화,광역전철,열차내,열차내,남,57,무,K5005열차 내 응급환자(간질발작) 발생으로 역무원이 출동하여 119 이송,기타
수도권동부,가평관리역,경춘선,평내호평역,16,10,12,7,27,수,역,계단,계단,남,62,무,1번출구 계단 내려가던중 술이 덜깬 상태에서 다리에 힘이 풀리면서 넘어짐,경상
수도권동부,분당승무사업소,분당선,한티역,16,10,12,13,52,수,광역전철,열차내,열차내,여,50대,무,K6150열차 내 응급환자(감기약 복용 후 어지러움 호소하며 쓰러짐) 발생으로 역무원 출동하여 119이송,경상
수도권동부,망우관리역,경춘선,상봉역,16,10,13,14,15,토,역,E/S,ES,여,67,무,환승통로ES 하행 이용시 걸려 넘어지며 왼쪽 무릎 통증 호소하고 치마가 찢어짐,경상
수도권동부,청량리전동차승무사업소,경춘선,춘천역,16,10,13,13,34,목,광역전철,열차내,열차내,여,23,무,K8058 이용중 복통과 무기력증 호소하여 백양리역 직원이 출동하여 119로 이송,기타
수도권동부,수서관리역,분당선,도곡역,16,10,14,15,30,금,역,계단,계단,여,20,무,휴대폰을 보며 이동중 계단을 인지하지 못하고 오른쪽 발이 접질려 넘어지며 인대 늘어남,경상
수도권동부,망우관리역,경춘선,상봉역,16,10,14,11,30,금,역,E/S,ES,여,74,무,경춘선 ES 이용중 옆에 서있던 다른고객의 등산가방에서 삐져나온 칼에 왼팔을 찔림,경상
수도권동부,동두천관리역,경원선,지행역,16,10,14,9,44,금,역,E/S,ES,여,74,무,북부 인천방향 ES 도입부에서 뒤따라오는 사람과 부딪히며 넘어짐,경상
수도권동부,청량리관리역,중앙선,청량리역,16,10,14,17,0,금,역,승강장,승강장,남,86,무,K5099열차 하차시 전동차와 승강장사이에 발이 끼임,경상
수도권동부,망우관리역,중앙선,양원역,16,10,15,19,57,토,역,선로,선로,남,61,음주,"술에 만취한 고객이 상행전동차에서 내리며 넘어지고, 승강장에서 머물다 중심을 잃고 선로로 추락",경상
수도권동부,양평관리역,중앙선,양평역,16,10,15,12,15,토,역,계단,계단,여,55,무,계단 이동중 고객이 중심을 잃고 앞으로 넘어지면서 얼굴 및 손목 등에 찰과상을 입음,경상
수도권동부,가평관리역,경춘선,별내역,16,10,16,14,0,일,역,승강장,승강장,여,68,무,K8040 열차 정차 후 출발하려 출입문 닫는 순간 늦게 내리며 승강장으로 넘어져 오른쪽 어깨와 옆구리에 부상당함,경상
수도권동부,광운대관리역,경원선,석계역,16,10,16,23,49,일,역,승강장,승강장,남,78,음주,광운대 방면 승강장에서 기둥을 붙잡고 술에 취해 비틀거리다가 앞으로 쓰러짐,경상
수도권동부,청량리전동차승무사업소,중앙선,회기역,16,10,16,18,7,일,광역전철,열차내,전동객실,남,52,무,K5102열차 내에서 열차 정차시 서있던 고객이 휘청이며 등에 메고 있던 배낭에 피해자가 부딪쳐 타박상을 입음,경상
수도권동부,망우관리역,중앙선,중랑역,16,10,17,22,50,월,역,E/S,ES,남,57,음주,상행 ES 이용중 취객이 발을 헛디뎌 넘어진 사고,경상
수도권동부,분당승무사업소,분당선,망포역,16,10,18,18,22,화,광역전철,출입문,전동출입문,남,20,무,K6254승차 중 출입문이 닫히며 양쪽 어깨가 출입문에 끼어 타박상 및 당황하여 발목이 접지됨,경상
수도권동부,수서관리역,분당선,복정역,16,10,18,10,15,화,역,계단,계단,여,30대,무,왕십리방면 1-1부근 계단 내려오던중 왼쪽 발목 접질림,경상
수도권동부,청량리관리역,분당선,왕십리역,16,10,18,16,40,화,역,E/S,E/S,여,72,무,ES10호기 부품교체공사중 아래부분에서 업체 직원이 안내판 이용하여 고객 제지하였으나 안내판을 치우고 사람들이 이동하던 중 상판부분을 건너다 정비때문에 열어둔 틈새에 빠져 어깨 및 다리부분에 부상당함,경상
